source_id,l,b,parallax,phot_g_mean_mag,bp_rp
209137728764871808,163.3673672201563,5.57522941525746,0.46951073043892194,18.427132,1.6062813
245886740257270400,153.36797209080768,-4.43205942709316,0.39499757172439626,18.0168,1.5512924
256203526580477184,158.32851909353863,3.9749927739094733,0.43555965710234973,18.613997,1.5611134
261519532160162816,159.08588561550158,5.708927883354174,0.49794431805879585,15.927053,1.311595
270619915026699136,153.08133727891567,-0.14986557673774134,0.3029354696635645,19.159084,2.182516
335429352316663168,143.93674926375502,-17.29398047064665,0.07853731658505138,19.23556,0.7725525
409482323742732160,130.35842359886968,-6.424309374904412,0.6357860765256539,11.922073,1.5559912
412984508797940096,127.64899833110678,-5.047445023209035,0.4357855444104801,18.665567,1.5448513
416930071906587520,122.45428278428035,-9.834839164701759,0.36900016850459794,20.83981,1.5351238
417008682691743488,122.72278409613241,-9.87662022419841,0.267970719845639,18.716827,1.4406433
437893047067499776,142.70452087640268,-9.175530251391201,0.2122531456398971,20.121708,1.333664
444656250469836288,147.14471068379768,1.303020987273381,0.344642944340962,17.036308,1.557167
453714473934854528,139.7298085977137,-3.311567823403457,0.454221783950761,14.474692,2.56532
460491554371638016,139.92943767328785,0.5659562212562496,0.6128216180697932,19.872873,2.020506
486200610127409280,142.02723964166032,19.52493125095142,3.8911834271791306,15.963095,2.3407955
489921220037188608,140.64077595056213,9.964343554424662,0.3433702942987126,14.503214,2.3528519
493644887963700864,137.7904135541864,10.933484260928523,1.2679677801801004,15.405571,1.3086462
518466981439405824,129.01105711417907,4.045268125809168,0.9951569120612466,18.233818,2.6609802
526484585861829632,123.88282908376772,4.738886564213163,0.5084486404250594,19.848394,1.6787376
526956890531724672,121.73451240138691,1.0339617581164797,0.45026615204885945,18.108547,1.7557316
528902961692097920,119.08350812197911,4.968498714811722,0.554938989655219,19.554457,2.3386383
531311785506744832,119.5334621901478,8.766474672886911,0.926944702479559,20.03238,1.6191158
570715804049372416,128.42746433943364,24.86115766636109,1.2195552234653366,20.164589,1.8746338
839938171073776256,148.17561449613032,61.46259974108072,1.4225208986389832,18.731253,2.290863
917092104584143872,176.5520564243427,38.39098514106115,1.2390091867607953,15.849299,1.5266418
1671096630126302080,111.61248383240185,50.2082267142755,0.3081438281781065,19.240118,1.0758095
1690678833432537216,126.2634883073545,43.10556873785239,0.9705671291600269,16.256315,1.1481819
1757011128691723392,60.52317965038929,-23.51966339187934,0.9199582800720669,9.9275,1.6340675
1777773378556989056,82.47335666834735,-30.70298617173605,0.12167664608319659,20.663172,1.2443733
1785532395893360512,68.627490368378,-21.183152729287126,1.0841663271553752,19.786505,1.9582348
1868145606503430912,80.60880759099746,-7.717486570056985,0.4236314651830043,19.514502,1.6504173
1873341009403159168,82.39209755655239,-3.119762189262957,0.43161565134751284,19.161293,2.1882687
1962958761904524288,95.00467141895713,-7.853035015594001,1.0210427093587318,19.308088,2.1175003
1975943689295795584,98.10145126015492,-5.650650328058739,1.230891969169083,20.705685,2.0121937
1977739157418322432,92.98124647863709,-4.072803677401154,0.5843388933874265,20.422207,1.6686859
1977919610477134464,94.76444037869454,-3.900574011362239,0.059276574422640095,18.61396,1.5001545
1980240271496830336,97.93252218091328,-3.042018033774614,0.10367570095986545,20.633354,2.0012684
1981042189133098112,97.36263042439334,-2.2580249080814094,0.26177986143135473,18.882515,1.9756718
1989541968072351872,102.4267756245819,-7.196231481819965,1.7308024029944706,17.338163,2.0411167
1991221811377124480,109.22092805325839,-9.830536956201101,2.0985422619939222,18.30442,2.3309765
1991960481331330176,107.80313851306919,-8.513383815044966,0.25016506533395055,14.822088,1.4706059
1995561274535771776,108.70839101822177,-6.724001313485421,0.1846310347033679,18.070532,1.1690159
1999106168742331008,114.02084305733113,-3.8343176981993516,0.17628211720384682,19.435595,1.4766312
2002380312513490176,104.63064899134272,-4.545433311937189,0.2488192500272454,20.475,1.6927738
2002825477284468608,105.85844151133662,-3.9490395044255697,2.0621191831916015,20.695606,1.7448444
2003071286856489600,103.27395507258693,-3.8354817718691736,0.5966809283212756,15.819426,1.054925
2003316374870242304,103.75952262824528,-3.3124284683927896,0.8948609706251556,16.46148,1.3116674
2011817008492106112,115.45528573819347,-1.229919744383193,0.16358937901328147,20.524635,2.5183983
2012438159545541760,113.88417368299483,-0.46834019315497266,0.3848423061485157,17.66656,1.794735
2013250153176524032,108.85566644908019,-1.6114807390408246,0.9740697035391277,20.708971,1.9145947
2015345032072833024,112.41982887938484,2.0883540119013677,0.25563756633452905,18.048803,2.716442
2071466025396414464,84.13025329132495,4.380363188160439,0.09596751259528048,19.523417,1.9816914
2075366714695807488,76.96618180759508,6.7165930850723115,0.16971185930956342,16.680359,1.1315536
2079527644654134144,80.26461135823601,9.847147059687341,0.23371577826630108,17.968225,1.141243
2084428859469929600,83.72470185064601,7.873290338952213,0.8002566257723229,20.79711,1.1541996
2122006279958060032,76.38391050597568,24.631870056688857,0.4002239130108054,17.323668,1.0679607
2155728748258909696,91.27368381763121,21.171721450396017,0.9056955521507128,19.143343,2.1671352
2162386875282386048,86.0677055431619,-1.6325968236168968,0.18408107041331834,18.459276,2.0491562
2164731656847220096,91.4913980848996,-1.6477119064349643,0.4637198950262865,20.428677,2.016552
2166842409949934080,87.57748821228748,1.3233116166323184,0.3905095670323625,18.529337,
2166903050572761728,87.43823597027652,1.7218101698532382,0.2534037830321668,19.175463,2.0401516
2167196929413377664,87.90051743057316,2.7552121313716897,0.4142146254250306,19.09022,2.1071606
2172288153588765184,93.1782904741525,1.1649781473021554,0.4900529714481491,16.93358,1.968977
2173596847303206656,98.48899051940862,-0.6926352922831063,0.07985387261035548,19.680952,1.976162
2176693273904635520,93.83684587712165,4.657841638605418,1.1753331751643958,18.137447,2.750349
2190186240089887616,94.3999798643858,8.500432793425844,0.33180002483059784,20.783674,1.7377815
2207865115749730432,112.97858549729501,3.496672273952882,0.5718787561738812,17.452095,2.1238918
2212264987620252160,112.937903402809,5.988118789028902,0.08667235597718245,20.293886,2.058649
2225808904994226048,113.99028208064387,9.106394007423313,0.43495540819492445,18.79667,1.4245853
2245289021221936768,100.39689613421996,14.000503815840268,0.0928986958587174,18.872429,1.5634689
2261609523285625216,101.22445033753075,21.836990892471437,0.2301030149742558,20.659634,1.381733
2271998739936449664,106.51084930052721,16.525347732928857,0.1439749184909141,20.472946,1.3174477
2296166928939181184,113.85838390757473,28.010565734410527,0.4658645493100188,20.209888,2.043661
2301822851106203136,115.9757398604384,25.499537492947514,1.3691476252062151,18.935057,2.5842953
2431070515965444352,100.66580129585557,-68.473377638566,1.2911687039119053,15.621007,1.1622982
2494831745015990656,162.89293481318117,-57.39190167324738,2.0732780904121286,19.635052,2.3161716
2619173487776425856,50.7063427359434,-46.7719314304015,1.5223137526566035,15.222468,1.1837988
2670528441799308288,55.06889702393145,-41.68799871362531,1.9880836787799854,19.577816,2.204544
2716120241201116544,77.11075181042587,-42.22174060711984,0.14708231120912094,20.069601,1.0983429
2816319113796989952,86.0527880088248,-39.789925302751726,0.9864488481464059,19.659306,2.24374
2834402712820260096,84.06372874518726,-32.22183426730948,0.15360109083136136,20.167582,2.0069294
5067819727175723648,227.92590219713023,-69.55608370487805,1.027224136556896,20.516626,1.6505108
5144276084984303616,189.8834359173945,-69.35962647944378,0.29484272776429044,19.376003,1.4149361
6783826322055293056,13.18698523229838,-44.180747272742074,2.4324658231292045,19.946955,2.6792068
6898608803349782016,44.254403272467016,-36.03615741597288,0.43808147487074106,19.210403,1.9780273
2590243408408914176,134.9089283980691,-48.08902866303599,0.7889370089587678,18.404417,1.8821831
2779907106911542912,114.66593793424406,-48.5759770733595,0.28044385634934654,19.967525,2.032381
2894527517614610432,238.48266363442542,-15.968617925817036,0.8791981362717254,20.491188,2.1148357
2925186265489697920,233.6498979715059,-12.290838707137185,0.3096845676729381,17.002579,0.8686943
2927522246670002944,236.03652444593124,-6.331774415774629,0.04702963085885765,17.547121,0.4788952
2927866943558694400,234.55734441218925,-6.998341697443429,0.7927198498812486,17.674524,1.2322273
2932550583913937152,232.24155944566135,-6.0951708227601715,0.3145928655432977,17.382362,1.0725937
2943118681659223296,227.15839177487624,-14.59598226436383,1.2798252625474955,20.67567,1.5377274
2945010013458436224,224.17190959212806,-13.153785513786032,0.7265146158039537,20.122627,1.2470245
2951379209443001088,222.83906971987102,-12.153919356884773,0.09231776457868171,18.350433,0.9547596
2999634816277552128,221.5998607861882,-12.119825706692001,0.8940332891267022,19.715014,2.0989075
3007851397952245888,215.96920163150435,-9.364359269211421,2.6705164447519,20.706339,1.8580418
3021810831939484800,211.37387115950443,-10.050147194173311,0.7913107546748391,20.437244,1.4757881
3025078747999715840,209.4588031982541,-11.642072253317611,0.4709957551513706,17.053143,1.1834393
3027325015894681344,232.83021745462662,1.4410295108445808,0.36966122913810945,18.223305,1.6538391
3104221113931695744,215.00622250591422,-7.304374594303128,0.42263204315557573,11.7623005,1.6031694
3180814468310561152,210.57052395569724,-32.64546888790022,2.9975119832916675,18.616299,3.0662441
3206756964130606848,209.97987765942477,-24.48458318560507,0.8160139820870649,18.472801,1.8444061
4803599145923255296,248.61490538007538,-28.776051699315925,0.708561862806378,16.502861,1.0935259
5537068406327909120,253.43940522873862,-8.199441532809741,1.378308169076856,20.444761,1.203125
5538860404122965376,252.0234433548142,-6.23430749877632,0.2151214880129707,19.597837,1.0968952
5542306681590935936,256.22714507976184,2.3086585994201565,0.6191232991547337,19.938263,1.5972862
5546590314473168000,251.74487825153278,-0.0029588755544340396,0.49484039398060237,19.71122,1.297184
5547748439507214592,250.1705725374298,0.5148036897279697,0.19519094438414353,18.17471,1.3296585
5547913714159265920,250.8726230756248,1.706454427307526,0.45330352922371847,15.707741,0.809165
5586231591298428544,250.99714424542816,-9.554880161198348,0.39541042834841805,17.680601,1.2709866
5590676362752401408,247.5322849139657,-10.239658517407568,0.23782660539843647,18.988224,0.9510155
5591010064531056000,246.4112634207892,-10.547745504383826,0.07185673263483838,19.202745,1.0033417
5592008940792655872,247.07599495461608,-5.501167852371927,0.4478550096658293,19.985928,2.3718777
5592786639108035968,245.41903123487762,-8.055713103584512,0.14815162552029226,14.739635,1.4653378
5595357606533881344,247.82942069561017,-1.5891569882221581,0.96538610928211,12.119476,0.8149519
5596199381462921856,248.22082727118135,0.39082666936489135,0.11978433781448797,17.858986,1.1475754
5599195516288668544,244.76982697836314,-5.231580501140659,0.20032583282765692,19.222519,1.0446968
