source_id,hip
5368486335764706560,58311
5489688938459960064,37663
4746990858486333952,14326
6068460073934437248,64988
5323643028911351808,43878
6080086889707693952,64072
6665674967199273600,98462
6462351146686550272,107570
4771194167430234752,24490
6656885952284293120,94419
5368528151568033280,57945
5503824599246284288,34191
4972183449879213952,1116
5318620425428738304,43065
5933898886089869440,80115
5498766265938483712,33063
6068299373442118528,65452
5321266056561541888,42161
6501580720836818944,115780
6089314575396727424,68544
5933987293688902400,80323
5492744481273525504,37676
5931176976320712448,81399
5357633709327637376,51724
6080358301576192128,63799
5924949204955404416,85061
6651765148678470144,92412
6081075526756092032,63224
5504580994526538368,33792
4925898992511933696,2435
6474406879368322304,101377
6089527300841347328,69129
6471630024096107008,102333
6474598671131362048,101845
5313265941247932032,46169
5359948627974478336,53560
4928172576399566976,4762
6125746416448514048,59712
4745791669257400960,11184
4783349951373509888,22459
4927793382326923264,5641
6657566172026884352,93415
4913415652884481792,8440
4925565806128845056,3556
6069516017416302208,66543
4772424967618572928,25217
4927798742446555648,5676
5897456668300003584,69892
5934048282232398208,80285
6090173775016004864,68579
5513748795496599936,38963
5513713130088508928,39323
6702099210451002496,90340
5946060309237855488,86860
6125832487594964864,59657
5549890704770919552,28859
6702150028504633728,89979
5936671270264495104,82637
5549935544229546880,28484
6089657421171175680,69545
5408824462456312832,47520
6070149645348250112,65894
5936687762940700544,82562
6666696344782254464,98356
5502480862893183872,31879
4784201046390123520,22186
5369279736480026752,57883
6126370801621215872,58996
5492967682133610752,37948
6089699099534334976,69515
4745513698974450688,12060
6465749496610128512,106696
5925485904043730688,85217
5358568981411271552,49877
6522175265118129280,117455
5898465302728022912,71739
5946292581069329280,85937
6466491426440251520,105306
5348862217872551424,55850
4928518269727253248,4920
6477199741982258688,104409
6646122592440986368,96956
5513420625637358336,40213
5926204469286358656,84529
6657358604846190464,94892
4772547941122028672,24829
5901121516675594880,73131
5327836325732931840,42929
5322594610203856384,41486
4747813774219970048,14453
5516964385971630848,38477
5890004320261840768,74791
6655815161100949632,91979
4796383566505501440,25862
5505041728555414144,33892
6655112817986394752,92531
5513454362600737280,40353
6129685038900812416,58518
6466013035803209984,106445
6561888456880649472,107347
6658121421098644480,94339
5350003197396180224,54665
5982585913731793536,77957
5900770875550957696,74078
6561908626047094144,107160
4737521417671031296,15891
6559283954352526720,107706
5983198994529371520,79172
5508071570284011648,33957
5359077368093859072,50205
6126941997904123008,59618
5514969219046271360,40537
5935496128485727616,79777
6091347641115933440,70107
5328070556069468416,42834
5890460583216672256,75339
6478567530150661888,104768
6084698138390985600,63250
5937769128257486080,81945
6129724174643866368,58929
6655980641898379264,92365
5938368984926324992,82723
5325318169228293248,43715
5938362594013836544,82784
6082484203004631808,65160
5370319187285467136,56667
5550877894414295296,31831
4785279186259228032,23649
4785313133682294016,23365
4750177552421126528,14407
6704000815812186368,90691
6079724226962598912,62390
4975369422260652160,2107
4938594159924031360,10696
4786219612299600256,22572
5937691204721373056,82413
5325908366446315904,45014
6667430200074197504,98794
6478699372763203072,104976
6083262244920009088,65089
5506284760811112064,36678
5551840826081956608,30813
6094571276072749056,67131
6503094993163147392,114659
5314101501356694528,46039
5939152077710978304,82515
6093648785817542656,68131
6560109000391184256,109673
6084827708963963392,63736
4830708395379545600,19609
6082052305396770688,64623
5553415395452100608,29285
5373970562319646464,55275
6478349109590748032,103774
5517558431490787584,39153
5509091191223017216,33446
5905397139423601792,71933
5407242162142543872,49976
4782780786603971840,19941
5328290694606391168,43104
5940954177259978880,81702
6514979579987317888,113232
4750456965813525504,14220
6659235917869878144,96237
5371391206825970176,57915
6481393996589269376,103451
5983016784856487168,77684
5984318293048041344,78440
6706718357582540032,89424
6082800385619403904,66330
6085665231884262272,63578
6094241525660589696,68265
5407827789522253312,48835
6094145966929900416,68655
6658563154194850944,94674
4785069729295411072,21992
5374256710219526528,54806
6481475948861807232,103161
5374060481756321024,54955
5515978948680707712,40749
4977371564216838656,1418
6659510246021598208,95897
5950945233266873344,84901
5518599703363144448,38729
5506602416591980160,36763
6515400177544726656,113307
5326496776966971904,45703
4845879113222150656,15921
4939012146141482112,11676
5902780576647200256,75287
4942007284534989440,8552
5329458895666400896,43260
4939205900704478592,11407
5328759331389363840,43734
5326331678423852416,46006
6659406685770179200,96698
6661835163359299712,94262
6085424434536029056,64236
5371522018646682496,57598
5410542311928117504,47306
6707446410383995648,89096
6707603223921252608,89550
5507243702449912960,36234
4975259539816899968,3835
6095107872103283584,68275
6670871598452487168,98837
5554712235057396480,29610
6128930636482707200,61668
4930965301574297856,7063
4788961759939276416,20280
6674430172132279296,101361
6131009744247044992,59453
6092950389772889472,70537
4798308742647053696,24460
4800938808819769344,27898
6092860092382069248,70441
4975884612177541888,2757
5906536336550421632,73556
4786687523216555392,22370
6672206890902250240,99270
6705588098285354752,91508
4798185219387763968,24876
5987649645822473344,77575
6671681255624386048,98451
6518524920871406464,110827
5518763702394280320,39080
5942149999259512576,80715
4846184536936495744,15692
5509770796785820416,34834
5377623479246690176,57981
5903854249740456064,74706
5530618464964345088,38137
5371668356770741760,57552
5942875745655742464,81096
4753775979100782464,14139
6084187453897788672,65857
5377533873342481536,58050
6662900933723828480,93734
5509971423297452672,120046
6084227414272287232,66120
6561607497299532928,108760
6095873544513386368,69484
4787012875579209728,22832
6710709692165198720,92886
6095832381546853888,69619
6483504788332836992,104199
5566892315632568704,28987
6093018387696254464,70703
5954341933908995712,87964
6132051806394666880,60967
4789452863679775488,20763
5530857333865783680,37926
6518834845712172800,110762
6575669048428250752,105458
5366310677125753216,52245
6684542861610744960,96597
4943196543799873408,10073
6516605963846042624,112939
6708050317144487552,89855
6719835776130370816,89022
6530734207224087936,117418
6705809645580350720,91857
5566964814680494080,28913
6566728232188138240,109752
5988190055779778176,77780
5519076444734072832,39124
6683811995616046208,97539
5567634829578253440,28722
5375554065218613248,55715
5999300448966055296,75355
6708063202046601344,89808
4955371367334610048,7562
5558713564030929664,33265
4810375195567273600,23424
4835279855490389248,18134
5365965877150775168,51078
5423747961973039872,45413
5999657343565836288,75594
6719897039544841216,88885
6095595093193010944,68323
5963996741187483392,82617
6107596606208273536,68194
5556468567444528896,31247
5414584597706317184,49514
5422874193824776832,46188
5519139151248679680,39162
6099120677230439040,70915
5556472106497530368,31161
6132524080994351360,61690
4944183596003890688,9416
6664513023928273280,94556
6720816884106158848,88475
6711803431358657024,92441
6519894019007555840,111623
4799334277758461056,26242
6711663793379484160,93021
5567794052606311424,28988
5414216055150019968,50395
6664010925072085760,95489
6576008385204105728,106573
4754309585837775232,14703
6672844676365503232,100395
5423651239308463232,46024
4810750575709145216,23604
5952437408016298368,85314
6132554386283682560,61773
5520514983903297536,39830
6540776321798769408,113040
6096386153149556736,70227
5999726612800343936,75557
6673456966903194880,99268
6484446416963885184,102925
6565687406993611136,107619
4954774401240049280,9050
5990557991492785792,80168
4954905895958794368,8510
5967276623054612608,82178
5511538502246058112,35767
4836183447889796608,17208
6720755174014346624,89135
5367657956825323008,51209
5415649577793447040,50754
6685633302266640256,98605
6684919822300430464,97040
6001075885364398592,76397
6529568617523054592,114947
4800353559396849280,25026
5556735881911469440,30831
6144511953192701440,59229
5958340441058252032,85818
5561988042799358336,32935
5955528788002739968,86844
6576859269765329024,105251
6147474071877478144,58815
4802472730620344832,26507
6673835645579910016,99799
5556274572361954304,32219
6541624560658605184,114541
6135707613833897600,63714
4994608882879817600,427
6544034106030789120,112009
4991805952862170112,1172
5415132051417054208,49873
5376714217486454016,54926
5559343034437871872,34113
5568868893942558336,31061
5381967344744790528,56432
6685724870969739904,98494
5381923295560864256,56329
6674070391312572416,99465
5559265690666327168,34069
6709973466053649152,91731
6543903195428693760,112497
6534858166102087040,116154
5999915728801391360,75831
5424925195325703424,46831
6109357916456964096,68725
4814721358872871680,21716
4838942083907794048,19192
4986048154066416512,4551
4811737078157090688,23235
4836683205987806464,17267
5391061096182066048,52709
5560121419952471680,35135
5416714660964273536,50241
6532868732954429952,117593
5536058023863555840,36729
6136596294105687552,64677
6001623957530042240,76778
6577211663242544896,105796
5377145608295498112,54860
6685995797506606848,98420
5427272755731530240,45185
6145755844441101440,61505
6571917720911462656,107990
5964920988094037888,82934
5560852011068509568,34638
6135870307194352640,64073
5994756201766233856,78238
6101335226784816896,71841
5569212800563780352,30896
6685509091812997504,97793
6532365676320956032,116775
6665271755672328576,95636
5908667327517087872,73328
6722104206049617536,90892
6544391103712808448,112459
6111902774780439424,66494
5562463100542584320,33006
5425854626240957440,46752
5418445670219076224,49385
6146015672781450752,61502
5413311672476790016,47835
6581045351050587776,104301
5535791048699118080,37565
6677129644976628608,102783
4848679530681864448,16620
6097865584703746944,69593
4950176484130738816,12016
6110381256839901440,68245
6001916599441275648,76364
4948652286137034112,12519
4950902127445687680,10811
5968004912078306560,82366
5389299300592933376,54894
4842715509031390208,18155
6002487310380228352,75507
5968167949028997760,81984
5380306876026603648,58401
6715660105830175872,93470
5425930629989847424,46547
6533032873720317184,117471
4992943019684162816,3078
6101438172859862528,72394
4950912126129575552,10832
6110070541729638272,68736
5425523501449472256,46956
5995760090242708480,77481
4840021946061525632,20404
4984043332051944704,6760
5417080450440585984,49636
6004652046922520576,74022
6572070793546122368,108229
6002517860495265920,75628
5968259964433588992,82121
4813427405485764352,23488
6533427151718189184,117606
6533852319120781440,117254
6004817420342830976,73595
6677964655340010880,102434
6686929106783685760,98672
6536984484150014720,116645
5968090055517779584,82424
5389517691091926784,54355
6722616097430012800,91481
4803925249903182592,28183
6137543111057399296,64791
5957399091670305792,87023
6002807341299977216,76074
4851390346536844032,15252
6146164003772098048,61810
6723341156631721728,91021
6139245601732892416,63820
5534440985861510400,39385
6714021730425322496,94668
6103924851544686720,69830
4996129026424293504,295
6110163038145331328,69354
5525399873539339392,43447
5524744152295650176,43528
5393154978632204928,52971
6110787698190477824,68220
6688917577859807872,97261
5537457977047571072,38224
5534280594604579584,39007
6115995500653381248,69625
5428484520625253248,44522
5563053920541692800,33803
6680454224542820352,100422
5392613671018977152,52352
6113760674553305472,67678
3459066952534888320,58231
5993153457412868480,80251
5525343111249658112,42721
6572746752680511104,107988
5417256342237313280,49962
4843918988931001856,19102
5384184406862253312,56626
5381545235356475648,57340
5429266857506771968,46297
6578615086755726336,106982
6147019801775375744,61541
4035539490300951936,87848
5957698605530828032,86694
5527827904453964288,41587
5534725621935037952,39170
6008025726551962880,77350
6161311769310004224,65621
5420420732402354944,49449
5429654607152907264,46455
6534369055225909120,117771
6102022941247671040,72789
6150800094551835520,59930
5961657843781053568,85738
6692930726580440576,100238
5395663514414177024,54827
6723753061177741312,90936
4865025252793967104,20670
4855456065658887040,18065
6006688582971493888,74847
6543613611553357184,113795
6729519827864893312,91566
6545692513163504640,112266
5044622402653331712,14367
2882798095073026304,28288
3459927423462652160,58177
6111237810763607040,68499
4816878600686645248,22847
5564144773514783744,33161
4988940247603902976,4729
6579672095387014016,106543
6537581411589842176,117123
6005444107610492032,74308
6152385865195778688,62410
5997809579916196608,78756
5537795389680033152,39028
5528087492279084288,41420
6682301266638181120,101202
6584782213116220928,107282
6017654390406113024,81029
6681936022618879104,101990
6549420166818992128,114409
4808075876235082752,26509
6682316041325847936,101193
6150856341443640960,60003
6140582023756182656,63280
4985459021990855296,6210
6009052258106701312,76591
4960689533279401344,7938
5426821749801748864,46874
5997082081177906048,79080
5540280595194338304,40629
5420759283204605824,50045
6774840838157190912,102898
6003282600886159744,76141
4843597454795864320,18503
6547228908864004864,112532
5440897663299980672,51380
6573862310305991808,109487
5564936353168900864,35287
5396051607659318272,55696
4964225047278612864,10052
4864442339832951680,21002
4843613397714473088,18437
6151098715037383552,59607
4952266655735100416,12197
4961274920141996416,8697
6546717945195307904,113588
6687842049329020544,98763
6198401659472982016,72759
6774170479661354752,104428
5972660411778306304,84716
6151105586985092096,59626
6727578674479543808,89531
5045522662158292480,13256
5961780301903973760,85793
6150590946822935808,60537
6017609550964440320,81368
6153418512772228608,61340
5576245929771201152,33025
6006535544696723328,75704
5429841214890551680,46888
5430591803380202880,45154
5385005535887238912,56967
6197718179858321792,74144
6007059084030608640,74397
6693684166924277376,99668
5971216963502652288,82561
4853999934306126976,15370
6738721434508662784,95736
4964338327038722560,10161
6727119559630464640,90507
5576851691957870976,31970
6161742228112135424,66547
4818162521030528256,22235
6583720772078981760,105505
6008778479707867904,77388
6738781804568943232,95573
5538573431596682496,38129
5972607807018791424,85022
5432319101782573056,48037
6006528432234422272,75491
4868423327839267968,20079
6161953437423770880,66478
6594870812120529152,110656
2883142658826607360,29152
6162505907656609152,65409
6682859264492711168,101678
5045799120612700800,13865
6162526794081789312,65454
6010135758090335232,78053
4989483646866196352,5311
4856627492218887296,17551
4988805179472314368,5661
6141742283401003264,64408
4037575614029615488,89001
6120499954974340864,68720
5622846805974032640,44944
6153706477443518976,62107
2886956933383180672,27736
5541099112885193216,39866
6739187210823974400,95858
6009606583765650048,77167
6006648210281806464,75738
6682897923495069056,101791
5000661350792936576,3160
6162600534376216192,65346
5998211245256432768,78533
6021430250773348736,80018
5589088191226010112,35483
6730047009335456384,91540
5442164472493333248,51375
6012471597518241664,76346
6198060746449027968,73903
5433339822230454272,47585
4962723870309289088,8621
6199429191749977344,74468
6588956783890026496,106822
5623118935101995648,44668
5445075837547197824,50708
5622548769603637888,43880
6584044165936473856,105392
6162991101521968256,65459
6117957437413689088,69263
6595916177095861120,111771
6115711105095631104,67358
5998617514801376512,78652
6584100653346446336,105351
6202604130353644800,71935
6021715470960225792,79741
2308497097140008832,708
5542313111163231744,41726
6115599298507184512,67982
5575296531541529344,30156
5395012672249524864,53427
5001137508047393792,3491
5400266173167123072,54046
5541379935031012608,40706
6731033919791468928,92759
