id,name,x,y,z,vx,vy,vz,mag,ci,dist
45704,,-13.192255,10.998263,21.412512,0.00001848,-0.00000939,0.00000572,6.14,0.436,27.4499
45707,Gl 340.3,-17.856382,14.88548,-2.342487,-0.00000106,0.0000547,-0.00001673,9.1,1.163,23.3645
45722,,-36.865218,30.680901,-13.407343,-0.00000475,-0.0000181,-0.00002455,6.3,0.468,49.8008
45726,,-25.779608,21.442664,26.375737,0.00000317,0.00000907,-0.00000262,6.12,0.38,42.6621
45727,,-13.61092,11.315047,22.097871,0.0000149,-0.00000574,0.00001212,7.82,0.72,28.3126
45731,,-17.868555,14.846079,40.899387,0.00000652,0.0000555,-0.0000173,9.0,0.847,47.0367
45737,,-33.573766,27.879241,20.501221,0.00000736,-0.00002404,-0.00004689,7.26,0.627,48.216
45744,,-24.83709,20.608887,-9.870574,-0.00000131,0.00001323,0.00003092,9.62,0.956,33.7496
45747,,-33.228486,27.560225,10.055203,0.0000085,0.00000326,-0.00001871,6.67,0.507,44.3262
45776,Gl 341,-3.996814,3.305667,-9.086618,0.00000678,0.00004958,-0.00002758,9.49,1.472,10.4624
45808,,-7.645899,6.297127,-33.532636,0.00001746,-0.00000713,-0.00000532,8.1,0.718,34.965
45825,,-24.655863,20.263039,-20.057247,0.00003296,0.0001214,0.00003042,8.85,0.801,37.6932
45831,GJ 1124,-14.719753,12.087455,16.096335,0.00003051,0.00002835,-0.00006152,7.69,0.987,24.9377
45863,,-23.697293,19.391381,-21.859783,0.00001855,0.00000556,-0.00001518,7.21,0.557,37.6223
45864,,-28.154095,23.037229,-31.362097,-0.00000306,-0.00001874,-0.00001102,8.81,0.675,48.0307
45875,,-31.018286,25.344236,-20.561329,0.00000371,0.00002003,0.00001909,8.29,0.724,45.0248
45886,,-25.827576,21.082189,13.677385,0.00000476,0.00002458,-0.00002888,9.46,1.595,36.036
45891,,-27.619711,22.531248,23.077776,-0.00002242,-0.00002362,-0.00000377,7.69,0.594,42.4628
45896,,-34.644789,28.244307,2.738052,0.00001141,0.0000137,0.00000301,8.44,0.414,44.7828
45902,,-35.684224,29.067662,-4.139558,0.00003549,0.00004356,-0.00000006,9.94,0.858,46.2107
45944,,-24.106585,19.558638,11.52287,0.00001686,0.0000176,0.0000054,7.72,0.68,33.1126
45955,GJ 3555,-21.103045,17.107774,0.065512,0.00001718,0.00002131,-0.00002967,11.6,1.484,27.1665
45978,,-29.654232,23.96767,32.074408,-0.00000631,0.00005042,-0.0000435,10.57,1.12,49.8256
46059,,-32.996871,26.461516,-9.739159,-0.00010568,-0.00006513,-0.00013252,9.64,0.957,43.4028
46067,,-13.910812,11.146668,18.522577,0.00001937,0.00002133,0.00000171,9.09,1.102,25.7069
46104,,-21.829656,17.425556,-37.407664,0.00001564,-0.00000352,-0.00001077,6.98,0.507,46.6853
46192,,-30.178184,23.85171,-9.941335,0.00000045,-0.00000959,-0.00002438,7.91,0.701,39.7298
46211,Gl 342,-3.91994,3.09341,19.930414,0.0000153,0.00003196,-0.00000817,9.02,1.203,20.5465
46228,,-34.800928,27.396784,-13.255893,0.00002781,0.00003007,-0.00001088,9.45,0.973,46.2321
46239,,-34.907582,27.443238,-18.250853,-0.00003581,-0.00002266,-0.0000436,4.72,1.154,48.0077
46251,Gl 343.1,-20.706463,16.254506,21.703883,-0.00001166,-0.00001448,-0.00003405,9.86,1.276,34.118
46253,GJ 3556,-15.914783,12.488949,24.675345,0.00000753,0.000038,-0.00001438,11.86,,31.9081
46272,Gl 344A,-23.814305,18.64267,-3.216718,-0.0000228,0.00006145,-0.00001561,5.38,0.642,30.4136
46285,Gl 341.1,-2.970328,2.322005,22.725385,-0.00003568,0.00002676,-0.00002958,9.27,1.205,23.0362
46290,,-12.448657,9.729478,-35.658001,0.00000545,-0.00001293,-0.00000543,8.86,0.88,39.0016
46322,2Ome Leo,-25.85059,20.113869,5.220992,0.00000085,-0.00000889,-0.00000054,5.4,0.605,33.1675
46346,,-27.349222,21.224331,13.086571,0.00003854,0.00005768,-0.00001299,9.41,1.066,37.0096
46356,Gl 347A,-12.729171,9.865865,-2.083385,0.00000686,0.00001119,-0.00005669,12.1,1.512,16.239
46361,,-19.917107,15.428166,19.730195,-0.00000772,-0.0000108,0.00000065,10.44,1.294,32.0
46376,31Tau1Hya,-13.696743,10.590983,-0.837388,-0.00001391,0.00000003,-0.0000008,4.59,0.411,17.334
46390,,-23.794896,18.372337,-29.582301,0.00000241,0.00002463,-0.00000997,7.01,0.54,42.1763
46402,,-23.213596,17.896862,-28.836961,-0.00000242,0.00002605,-0.00001411,6.98,0.502,41.1184
46416,GJ 9299,-19.126259,14.731302,-2.270465,0.00003419,0.00004488,0.00000315,9.74,1.305,24.2483
46433,,-18.758014,14.420136,34.743393,0.00000622,0.00002919,0.00000362,6.5,0.394,42.0345
46447,Gl 349,-10.18691,7.822785,1.271847,-0.00000253,0.00004171,0.00000963,7.2,1.002,12.9066
46465,,-34.945897,26.780252,-0.742611,0.000033,0.00004415,0.00003939,11.52,1.334,44.0335
46490,,-22.57204,17.251179,-29.585647,0.00001847,0.00007191,0.00002783,11.7,1.1,41.0172
46493,GJ 1126A,-12.996568,9.930506,-10.261587,-0.00000869,0.00001451,0.00002505,8.31,0.985,19.3087
46501,,-23.157537,17.675942,5.452,0.00001684,0.00002253,-0.00000153,8.67,0.878,29.6384
46504,,-14.745571,11.253749,3.472,0.00001115,0.00001494,-0.00000107,8.66,0.905,18.8715
46518,Psi Vel,-11.382585,8.679058,-12.210922,0.0000004,0.00001657,-0.00000247,3.6,0.371,18.8147
46522,GJ 1125,-7.686867,5.858842,0.05443,0.00004861,-0.00000347,-0.00002611,11.71,1.588,9.6656
46529,,-30.914007,23.542632,12.815173,-0.0000363,-0.00001821,-0.00005412,10.06,1.08,40.9165
46538,,-24.03537,18.289639,15.365718,0.00002089,0.00001238,0.00001794,11.06,1.29,33.8868
46544,,-17.273693,13.136647,-23.587054,-0.00001351,-0.00006238,-0.00006182,8.51,0.927,32.0513
46557,,-36.692365,27.87546,2.479311,0.00001291,0.00001683,0.00000187,7.27,0.511,46.1467
46576,Gl 352A,-7.758109,5.882119,-2.335351,-0.00002747,-0.00002321,0.00000078,10.06,1.545,10.012
46600,23    UMa,-8.603035,6.510645,21.231076,-0.00000145,-0.00001448,-0.00000808,3.65,0.36,23.8152
46620,,-23.368778,17.649244,31.983375,-0.00001816,0.00003117,-0.00003047,11.28,,43.3651
46636,Gl 353,-8.946689,6.745552,8.236775,-0.00002155,0.00003374,-0.00001633,10.19,1.475,13.9063
46644,,-32.129594,24.213934,-21.596342,0.00002,-0.00000464,-0.00003496,8.43,0.707,45.6621
46683,Gl 355,-14.610219,10.967058,-3.612152,0.00000422,0.00002486,0.00000094,7.82,0.933,18.622
46710,Gl 354.1A,-12.69339,9.501976,8.074989,-0.00000688,0.00002104,-0.00001461,7.05,0.779,17.7936
46720,25The UMa,-6.693935,5.005096,10.57472,0.00000729,0.00007181,-0.00000942,3.17,0.475,13.4789
46758,,-2.710327,2.018482,-48.449587,0.00001087,0.00000703,-0.00000031,7.08,0.431,48.5673
46770,,-25.26884,18.787008,32.86784,0.00000333,0.00000323,0.00000071,8.4,0.67,45.5166
46800,,-22.793633,16.876339,-23.457826,0.00001857,0.000041,0.00001146,10.25,1.192,36.8053
46844,24    UMa,-8.8633,6.529755,29.970273,0.00002292,-0.0000046,-0.00002284,4.54,0.781,31.9285
46869,,-33.657372,24.730395,-18.763903,-0.00001485,-0.00003598,-0.00002078,9.08,0.79,45.7875
46874,,-21.649733,15.89668,-5.772597,0.00000374,-0.00000314,-0.00002266,6.54,0.623,27.4725
46880,22    UMa,-12.094424,8.876757,46.742909,-0.00001446,-0.00001065,-0.00004254,5.77,0.53,49.0918
46900,,-25.142519,18.411304,29.75208,-0.00000262,-0.00000656,0.00000185,8.85,0.71,43.0849
46925,,-37.895272,27.679186,3.203459,0.00000538,0.00000951,-0.00001858,7.71,0.627,47.0367
46945,11    LMi,-7.450851,5.430348,6.651975,0.00000692,0.00004474,-0.00000273,5.4,0.77,11.3688
46952,,-21.126557,15.387371,-20.580995,0.00001161,0.00003718,0.00001588,12.27,,33.2668
46965,,-5.874525,4.271334,30.364087,-0.00003751,0.00001037,-0.00000871,9.82,1.17,31.2207
46970,Gl 357,-6.784803,4.928214,-3.330451,0.00006939,-0.00005782,-0.00001079,10.91,1.572,9.0236
46977,,-24.798075,18.005076,23.559845,0.00000295,0.00002132,-0.00001319,8.25,0.758,38.6548
46979,,-36.859397,26.761309,19.51451,-0.00001299,-0.00000367,-0.0000195,7.52,0.975,49.554
47000,GJ 9303,-21.671408,15.706911,20.559147,0.00000231,0.00001843,-0.00001165,11.09,1.581,33.7496
47023,,-33.988094,24.57118,-17.311672,0.000001,0.00000562,0.00000601,8.82,0.685,45.3721
47042,,-17.076537,12.31308,-24.523729,-0.00000346,0.00002772,-0.00001198,4.34,0.173,32.3206
47043,,-29.347886,21.159864,19.215631,0.00001274,0.00003295,-0.00001682,9.17,0.816,40.9668
47068,GJ 1127,-16.440076,11.814587,8.466241,0.00003161,-0.00000317,-0.00003201,9.43,1.273,21.9443
47069,Kalausi,-24.34255,17.492359,-28.220225,-0.000006,-0.00000118,-0.00003704,8.23,0.811,41.1692
47092,,-17.920324,12.844169,-26.267245,-0.00004436,0.00003827,-0.00001164,6.97,0.584,34.2936
47095,,-30.687693,21.984397,20.612635,0.00000349,0.00003321,-0.00003022,12.2,,43.0108
47118,,-28.364874,20.255149,-27.067927,-0.00000294,0.00001251,0.00001244,8.91,0.747,44.1306
47122,,-29.138736,20.798288,-26.904729,0.00000562,0.00002371,0.00001225,7.74,0.664,44.7828
47128,,-24.217503,17.278608,12.336738,0.00000066,0.00001407,-0.00001841,9.93,1.21,32.2061
47167,42    Lyn,-23.380479,16.621334,24.276147,0.00000447,0.00000004,-0.00000047,5.28,0.223,37.5799
47174,,-25.007203,17.771896,1.434291,0.00002401,0.00004327,-0.00011749,11.9,1.412,30.7125
47195,,-25.725789,18.235349,-26.099661,0.00001036,0.00000288,-0.00001141,6.69,0.491,40.9333
47200,,-22.19774,15.726841,-22.335832,-0.00000783,-0.00007823,-0.0000473,10.5,1.145,35.1989
47253,,-14.861329,10.479306,42.528947,0.00000204,0.00005582,-0.00001304,10.01,1.07,46.2535
47261,,-16.692995,11.753283,12.635868,0.00000235,0.00002544,-0.00002056,11.77,,24.0096
47269,,-32.757213,23.050468,28.300452,0.00000958,0.00001305,0.00000046,7.12,0.544,49.0436
47291,Gl 358,-5.843427,4.100249,-6.220166,-0.00008457,0.00008883,-0.00008306,10.72,1.521,9.467
47302,,-32.721297,22.919488,28.323689,0.00000959,0.00001298,0.00000058,6.9,0.504,48.9716
47306,,-36.417822,25.489019,-10.260268,0.00001395,0.00001952,-0.00000101,7.05,0.478,45.6204
47334,,-32.390955,22.556885,9.151713,0.00001135,-0.00001354,-0.00002697,6.96,0.477,40.5186
47351,,-27.97818,19.443534,-29.155876,0.00001042,-0.0000028,-0.00001186,9.03,0.779,44.843
47354,,-15.74896,10.944613,-37.463894,0.00000864,0.00004252,0.00000879,9.91,0.985,42.0875
47373,Subra,-32.353394,22.412883,6.863686,-0.00000754,0.00003907,-0.0000024,3.52,0.516,39.9521
47378,Gl 361,-9.011736,6.241614,2.573084,0.00000986,0.00003728,-0.00000486,10.38,1.49,11.26
47412,,-13.865767,9.565256,26.43754,0.00000286,0.00001376,-0.00000348,8.64,0.851,31.348
47452,,-40.301565,27.655673,6.513155,-0.00000049,0.00005403,0.00000526,8.92,0.877,49.3097
47457,Gl 364,-11.318572,7.76158,-6.086167,-0.00001711,0.00004696,0.00000291,4.93,0.534,15.0128
47470,,-25.80826,17.668454,35.697156,-0.00001556,0.00003725,-0.00002968,7.16,0.828,47.4608
47484,GJ 3563,-12.2815,8.394011,-5.190482,0.00002478,0.00002671,-0.00001544,11.94,1.525,15.7555
47485,Gl 360,-3.464414,2.368123,11.550894,0.00000814,0.00004284,0.00000117,10.56,1.463,12.2895
47490,,-19.947953,13.622804,-35.586897,0.00000875,0.00003248,0.00000753,7.16,0.621,43.0108
47515,Gl 362,-3.202697,2.183459,10.672553,0.00000772,0.00003928,0.00000081,11.19,1.488,11.3546
47546,,-31.754815,21.552619,-21.982949,0.00000845,0.00001894,0.00000636,8.41,0.645,44.2282
47556,Gl 365,-11.082604,7.515648,12.35287,-0.00003513,0.00002016,-0.00006203,8.13,1.133,18.2183
47566,15    Leo,-35.157395,23.813565,24.490955,-0.00001966,0.00001816,-0.00001312,5.64,0.111,49.0196
47581,,-32.512554,21.997227,28.95847,0.00001816,0.00004302,-0.00001229,10.77,1.33,48.7805
47606,GJ 3564,-10.362206,6.994208,6.361454,0.00001957,0.0000345,-0.00000606,12.08,1.542,14.0272
47640,,-28.266657,18.99094,33.447735,-0.00003826,-0.00000237,-0.00003099,10.36,1.057,47.7327
47645,Añañuca,-5.716082,3.837529,-7.073973,-0.00000641,0.0000312,-0.00006353,10.22,1.53,9.8707
47672,,-26.562995,17.789763,-23.694355,0.00004056,0.0000349,-0.00001926,11.43,1.364,39.7931
47701,,-15.934697,10.644125,-22.426536,-0.0000076,0.00000867,0.00000951,8.04,0.517,29.4985
47704,,-13.45254,8.983521,-18.930278,-0.00000629,0.00000741,0.00000799,7.92,0.53,24.9004
47711,,-19.68411,13.132903,-28.958819,0.00000155,0.0000109,0.00000389,11.43,,37.3972
47754,,-13.077134,8.68283,-12.729855,0.00001899,0.00000223,-0.00001799,12.05,1.57,20.2102
47845,Gl 366,-3.268155,2.146611,15.733874,-0.00006166,0.0000322,-0.00004649,10.64,1.382,16.2127
47880,,-25.585099,16.729973,0.841564,0.00000447,0.00000474,0.00004183,10.97,1.343,30.581
47888,,-24.248686,15.841717,14.317481,-0.00000217,0.00004148,-0.00004956,10.91,1.38,32.3102
47889,,-39.871982,26.046354,1.92548,-0.00000908,-0.00001405,0.00000196,7.72,0.598,47.6644
47936,,-24.908762,16.175481,-23.509804,-0.00000054,0.0000257,0.00001825,7.39,0.59,37.8788
47959,,-9.5487,6.180121,-44.877342,0.00000191,0.00003942,0.00000502,6.8,0.483,46.2963
47977,Gl 368,-10.715267,6.919455,13.218119,-0.0000187,-0.00001147,-0.00000205,5.08,0.619,18.3688
47989,,-30.311306,19.550407,-17.916286,0.00001367,0.0000269,0.00000623,6.63,0.7,40.2739
47998,Gl 368.1A,-13.272499,8.555249,-20.665339,-0.00000626,0.00003852,0.0000143,7.91,0.894,26.0078
48003,,-9.825843,6.330475,31.709517,-0.00004004,0.00003078,-0.00001855,9.7,1.552,33.7952
48005,,-27.940969,18.000707,-25.328946,0.00001367,0.00001786,-0.00000238,8.86,0.735,41.7885
48029,,-35.858174,23.053054,5.853952,0.00002596,0.00004464,-0.00001677,9.82,0.925,43.0293
48054,,-10.041447,6.430234,-17.243187,-0.00000126,-0.00002348,-0.00000802,10.3,1.453,20.9644
48079,,-34.025586,21.716675,7.924042,-0.00000493,0.00007782,-0.00000348,7.58,0.61,41.1353
48099,Natasha,-17.62853,11.226113,-24.722742,0.00000398,-0.0000071,-0.00000606,8.54,0.855,32.3729
48137,4    Sex,-37.612413,23.846237,3.3827,0.00000205,0.00003718,-0.00000967,6.24,0.479,44.6628
48182,29Ups UMa,-15.505407,9.784196,30.560252,-0.00000388,0.0000626,0.00001019,3.78,0.291,35.6379
48194,Gl 370,-6.847058,4.315265,-7.681132,0.00000762,-0.00003429,-0.00001179,7.67,1.156,11.1582
48199,,-11.335551,7.141095,-2.928416,-0.00002281,-0.000075,-0.00009466,10.04,1.446,13.7137
48214,,-35.156617,22.104984,-4.498188,-0.00001831,0.00004185,0.00000685,6.42,0.577,41.7711
48239,,-22.690832,14.221686,-37.765291,0.00002017,-0.00000919,-0.00001558,7.34,0.546,46.2963
48253,22    Leo,-32.010267,20.024776,17.124003,-0.00001294,0.00000312,-0.0000328,5.29,0.229,41.4594
48254,,-24.944419,15.598465,34.595255,-0.00001721,-0.00000249,-0.00001129,7.8,0.569,45.4133
48274,Gl 371,-17.341891,10.816501,1.150513,0.00000381,0.0000474,0.000003,8.86,1.23,20.4708
48286,,-18.191425,11.336441,24.824177,0.00001079,0.00003335,-0.00000732,7.74,0.718,32.7976
48310,GJ 3570,-19.296916,11.981773,1.242148,-0.00000804,0.00001262,-0.00000312,10.57,1.429,22.748
48318,Rasalas,-29.062466,18.02588,16.685015,0.00000632,0.00004303,-0.00000283,3.88,1.222,38.0518
48340,Gl 372,-13.621639,8.413195,-1.032567,0.00000618,0.00000563,-0.0000357,10.53,1.503,16.0436
48365,GJ 1130A,-17.466702,10.75948,-12.69597,0.00001588,0.00001179,-0.00001186,10.19,1.375,24.1255
48372,,-14.171984,8.722188,20.368315,0.00003696,0.00005652,0.00000151,12.02,1.51,26.3019
48387,,-38.279492,23.502098,11.816816,0.00000219,-0.00000159,0.00001026,7.71,0.583,46.4468
48455,,-40.556927,24.71303,-10.922335,0.00000444,-0.00001669,-0.00005424,6.87,0.551,48.7329
48457,,-12.945964,7.887965,-24.962651,-0.00000536,0.00006524,0.00005809,9.0,0.953,29.2056
48492,,-21.866548,13.269273,21.757068,0.00003504,0.00000544,0.0000319,11.46,1.581,33.5796
48518,,-34.956999,21.135551,7.282315,0.00000614,0.00001078,-0.00000182,10.77,0.669,41.4938
48521,,-8.613627,5.206448,-5.186264,0.00000626,0.00000286,-0.00000753,12.04,1.635,11.3225
48541,,-31.347482,18.88976,-11.967638,0.00002608,0.00005537,0.00001907,9.36,0.951,38.506
48562,,-30.497673,18.334674,27.883596,0.00001922,0.00003209,-0.00000008,8.12,0.612,45.208
48564,,-32.749029,19.680803,-31.555759,0.00000799,0.00000185,-0.00000714,6.99,0.978,49.554
48575,Gl 373,-4.141492,2.484907,9.393073,-0.00002072,0.00003062,-0.0000001,8.99,1.438,10.5619
48579,Gl 374,-21.076391,12.637899,-21.202811,-0.00002057,0.00003832,-0.00004595,8.99,0.943,32.457
48600,,-35.291581,21.101208,-18.392808,0.00001619,0.00003519,0.00000931,7.93,0.647,45.045
48601,,-24.887218,14.879804,17.93525,-0.00000794,0.00001601,-0.0000243,10.12,1.581,34.0948
48603,,-35.901153,21.460361,26.528075,-0.00000138,0.00000631,0.00000868,6.55,0.429,49.5295
48614,,-31.955461,19.079406,-5.784629,0.00001904,0.00003884,0.00002294,8.53,0.746,37.6648
48623,,-34.199855,20.393981,-8.660353,0.00000781,0.00000967,-0.00000806,9.95,0.97,40.7498
48629,,-40.274078,24.005768,3.477696,0.00002046,0.00003596,-0.00001132,6.7,0.476,47.0146
48646,,-33.787467,20.094091,14.123742,0.00000089,0.00005448,0.00000841,7.6,0.56,41.7711
48647,,-33.916803,20.170416,14.17112,0.00002372,0.00004093,-0.0000015,8.4,0.699,41.9287
48648,,-29.620106,17.612434,23.915341,0.0000252,0.00004375,-0.00000101,11.87,,41.9463
48693,19    LMi,-18.271887,10.796902,18.485477,0.000012,0.00001144,-0.00000868,5.11,0.481,28.1452
48759,,-10.20767,5.982773,27.94766,0.00000371,0.0000333,-0.00000577,10.38,1.322,30.349
48764,Gl 375,-9.193371,5.384446,-11.197758,-0.00002227,-0.00002858,-0.00005758,11.27,1.555,15.456
48786,Eta Ant,-23.304405,13.608277,-19.528614,-0.00001284,0.00002425,-0.00002012,5.23,0.3,33.3111
48813,,-25.392074,14.780123,-4.749866,0.0000064,0.00000723,-0.00001169,9.88,1.09,29.7619
48821,,-34.131182,19.85198,20.574585,0.00002779,0.00006633,-0.00001414,7.78,0.582,44.5236
48860,,-24.005337,13.886268,18.072944,0.00000299,-0.00000465,0.00000754,10.85,1.36,33.1016
48878,GJ 3580,-24.961299,14.407285,13.166431,0.0000052,0.00003856,0.00000065,7.86,0.868,31.6857
48885,,-33.179472,19.137144,-27.872827,0.00001812,0.00004755,0.00001108,7.38,0.58,47.3709
48906,,-26.721763,15.358682,15.885575,0.00000928,-0.00000193,0.00001747,11.24,1.372,34.6741
48926,,-19.633218,11.251093,14.310347,0.00002512,0.00013644,-0.0000728,11.93,1.42,26.7738
48927,,-36.371108,20.830909,-7.026544,0.00003754,0.00006728,0.00000515,9.86,1.071,42.4989
48941,20    LMi,-11.088308,6.336788,7.956742,-0.00003727,0.00006576,0.00000362,5.37,0.676,15.0466
48951,Gl 377,-12.205047,6.963117,-8.240791,-0.00002543,0.00011434,0.00001297,11.43,1.485,16.2893
48987,GJ 3581,-22.5753,12.821746,-7.163296,0.00001541,0.00002916,0.00000363,8.65,1.016,26.9324
48990,,-17.672445,10.035576,29.664563,-0.00005266,0.00006452,-0.00002419,7.94,0.73,35.9583
49012,,-33.263686,18.843955,-20.905475,0.00000597,0.00001305,0.00000226,8.65,0.394,43.573
49021,,-39.0152,22.079022,-8.232078,0.00002737,0.00004261,-0.00001544,8.82,0.84,45.5789
49050,Gl 378,-8.784629,4.951779,11.234539,-0.00004116,0.00007674,-0.00007946,10.03,1.359,15.0966
49057,Gl 378.1,-17.11731,9.637977,19.357242,-0.00001004,0.00004913,0.00001548,9.09,1.078,27.5786
49107,,-23.571186,13.17265,-30.674796,-0.00001086,-0.00001995,-0.00000022,10.38,1.176,40.8664
49146,,-36.154325,20.118478,-22.975451,0.00002368,0.00004908,0.00000572,8.1,0.678,47.3261
49168,,-28.858043,16.014131,25.804218,-0.00002529,0.00003747,-0.00000057,6.75,0.533,41.8936
49184,,-34.608306,19.164036,13.46416,0.00000213,0.00003425,-0.00004326,11.36,1.43,41.7885
49210,,-27.966016,15.430677,-4.045453,-0.00000668,-0.0000206,-0.00003242,7.49,0.689,32.1958
49220,,-21.141231,11.650583,-19.76935,0.0000046,0.00002835,0.00001179,9.1,1.014,31.2012
49225,,-20.611701,11.35157,-4.885725,0.00001117,0.00001903,-0.0000029,8.15,0.891,24.0327
49235,,-17.256859,9.482809,-11.874005,0.00002689,0.00001824,-0.00002451,11.99,0.938,22.9938
49246,,-12.855664,7.056446,35.269774,-0.0000107,0.00000862,-0.00000562,8.72,0.847,38.1971
49288,,-23.015647,12.569127,13.067878,0.00000776,0.00002588,-0.00001123,9.12,1.097,29.2997
49385,GJ 3585,-13.580078,7.317446,13.75119,-0.00001139,0.00003713,-0.000031,11.32,1.492,20.6654
49403,Gl 378.2,-19.842076,10.667368,1.1666,0.00001672,-0.00000094,-0.00001168,9.95,1.347,22.5581
49413,,-17.573602,9.433764,25.672158,-0.00002018,-0.00002647,-0.00000409,8.82,0.912,32.5098
49435,GJ 9315,-42.300058,22.674175,-12.237576,0.00001107,0.00002711,0.00001197,10.17,1.331,49.5295
49438,,-29.972923,16.063516,19.034755,0.00002519,-0.00001208,-0.00000981,7.96,0.67,38.9712
49444,,-31.056987,16.624699,27.81355,0.00000822,0.00003692,-0.00001289,8.15,0.664,44.8833
49451,21    LMi,-20.337129,10.878482,16.2967,0.00000972,-0.00001311,-0.00001032,4.49,0.19,28.2406
49457,,-30.064041,16.074597,-26.163108,0.00001129,0.00002596,0.00000297,8.6,0.76,42.9738
49473,,-41.246615,22.032093,-5.27761,0.0000175,0.00008679,0.00002123,7.72,0.522,47.0588
49503,,-21.018997,11.179523,-38.818368,0.00000443,0.00005101,0.00001229,8.83,0.705,45.5373
49527,,-31.242282,16.549559,-12.697338,0.0000195,0.00002009,-0.00006082,7.26,0.622,37.5657
49528,Regulus,-21.018857,11.132218,5.041397,0.00000856,0.00002873,0.00000184,1.36,-0.087,24.3132
49533,,-33.45959,17.707909,-7.437583,0.00001445,0.00003014,0.00000674,8.15,0.687,38.5802
49539,,-32.338809,17.104889,24.227712,-0.00003267,-0.00002053,-0.00002911,7.49,0.708,43.8789
49544,,-11.870986,6.275831,33.979715,-0.00000768,0.00005674,0.00001851,8.79,0.77,36.5364
49558,,-13.309976,7.023568,10.24383,0.00000001,0.00000643,-0.0000044,7.56,0.965,18.205
49572,,-30.371667,15.980503,33.40503,0.00001052,0.00004358,-0.00001128,9.66,0.996,47.8927
49587,,-29.406872,15.449195,-9.208756,0.00001504,0.00000971,-0.00003175,7.52,0.649,34.4709
49597,,-29.391585,15.424922,34.715338,0.00001719,0.00004431,-0.00000514,8.88,0.657,48.0307
49615,,-30.923175,16.202258,1.44554,0.00001595,0.00003055,-0.00000132,7.55,0.647,34.9406
49626,,-32.225223,16.859568,-23.480218,0.00000953,0.00004287,0.00000167,7.45,0.558,43.29
49627,Gl 379.1A,-22.718965,11.886092,-18.531094,0.00000316,0.00007499,-0.00002002,6.14,0.615,31.6356
49652,Gl 379.2,-31.462273,16.408534,-26.501166,-0.00009094,0.00012563,-0.00000414,8.07,0.59,44.287
49665,,-29.977609,15.605352,-16.465867,0.00000758,-0.00003372,-0.00004577,10.81,1.322,37.594
49668,,-23.997614,12.479314,-6.153163,-0.00000987,0.00002367,-0.00001953,5.3,0.368,27.7393
49680,,-37.115714,19.27453,-23.666092,0.00000968,0.00005254,0.00002762,11.48,1.282,48.0538
49685,,-33.566997,17.415608,29.987034,0.00000024,-0.00000434,0.00000279,8.86,0.729,48.2625
49700,41Lam Hya,-29.938956,15.487743,-7.382812,0.00000173,0.00003684,-0.00002054,3.61,1.007,34.5066
49705,,-36.330807,18.779423,11.756058,-0.000012,0.00005817,-0.00001155,8.42,0.76,42.5532
49727,Gl 379A,-4.907592,2.528246,20.808195,0.0000244,-0.00003797,-0.00004137,9.48,1.335,21.5285
49748,GJ 3591,-3.087645,1.587627,-27.739975,-0.00001147,0.00007455,0.00000554,11.07,1.42,27.9564
49762,,-30.228408,15.512375,-25.860616,0.00002334,0.00004714,0.00000099,10.86,1.233,42.6985
49767,Gl 380,-2.818415,1.445842,3.702832,0.00002164,0.00002505,-0.00002749,6.6,1.326,4.8731
49769,,-33.780134,17.324288,-1.101807,0.00002143,0.00004157,-0.00000338,11.82,1.391,37.9795
49828,Gl 381,-10.979393,5.589562,-0.577721,-0.00004906,-0.00001001,-0.00003783,10.64,1.566,12.3335
49830,,-11.241722,5.722406,13.931023,-0.00000506,-0.00000204,-0.00000325,12.47,,18.7935
49832,Gl 383,-14.512588,7.383679,-5.485444,0.000021,0.00003593,-0.00000175,9.93,1.413,17.1821
49845,Gl 382,-7.001078,3.555904,-0.514073,-0.00000382,0.00000849,-0.00000976,9.26,1.487,7.8691
49872,,-34.829423,17.625532,-13.557637,-0.00000388,0.00005114,-0.00002953,6.45,0.494,41.3223
49891,,-33.509526,16.912271,-20.391463,0.00000686,0.00000825,-0.00000443,9.08,0.88,42.7168
49895,Gl 384A,-24.004776,12.108359,-29.315256,0.000001,0.00004844,0.00001877,8.18,0.798,39.7772
49913,,-40.384744,20.320589,7.642936,-0.00001149,0.00002329,-0.00012261,9.9,0.892,45.8505
49934,Gl 385.1,-17.119843,8.590536,-12.454016,-0.00001722,0.00005446,-0.00001738,6.38,0.592,22.8467
49984,Gl 383.1,-12.578788,6.274542,18.323731,-0.00005102,0.00001464,-0.000072,9.53,1.112,23.0947
49998,GJ 9322,-31.651785,15.757052,1.94662,0.00000093,-0.00004464,-0.00006997,7.75,0.609,35.4108
50014,GJ 2079,-19.290293,9.58422,8.300755,-0.00000699,0.00002153,-0.00001237,10.01,1.247,23.084
50023,,-15.605129,7.750291,-43.47699,-0.00002935,0.0000925,0.00002702,9.91,0.934,46.8384
50039,,-25.498516,12.630365,38.837809,0.00003799,0.00005342,0.00000757,8.02,0.768,48.1464
50050,,-20.660362,10.218175,-20.842511,0.00000079,0.00002493,0.00000077,3.85,0.051,31.0752
50053,,-33.937859,16.771601,30.613936,-0.00004491,0.00002372,-0.00006277,11.64,1.127,48.6855
50056,,-20.018599,9.889678,-43.050786,0.00000039,0.00006244,0.00001416,8.84,0.683,48.4966
50075,,-28.39576,13.987959,31.029499,-0.00003014,-0.00004476,-0.0000074,12.1,,44.3262
